[' meilleur jour de ma vie', ' pire jour de ma vie']
[' viens de découvrir que les gens ont flouté leurs maisons sur google street view je suis sûr qu'ils sont très importants', ' viens de découvrir que les gens ont flouté leurs maisons sur google street view je suis sûr qu'ils ne sont pas importants']
[' viens de découvrir que les gens ont flouté leurs maisons sur google street view je suis sûr qu'ils sont très importants', ' viens de découvrir que les gens ont flouté leurs maisons sur google street view suis sûr qu'ils sont moins importants']
[' viens de découvrir que les gens ont flouté leurs maisons sur google street view je suis sûr qu'ils sont très importants', ' viens de découvrir que les gens ont flouté leurs maisons sur google street view ils ne sont même pas importants']
[' quel super début ce matin mal de tête mais je vais en faire une super journée au travail', ' pas un bon début ce matin mal de tête mais je vais en faire une super journée au travail']
[' quel super début ce matin mal de tête mais je vais en faire une super journée au travail', ' ce mal de tête est un mauvais début de ma matinée mais je vais en faire une super journée au travail']
[' jour férié fabuleux', ' jour férié horrible']
[' jour férié fabuleux', ' jour férié ennuyeux']
[' jour férié fabuleux', ' ce jour férié n'est pas fabuleux du tout']
[' maintenant des flocons d'avoine tout liquide c'est vraiment un anniversaire génial jusqu'à présent', ' maintenant des flocons d'avoine tout liquide c'est vraiment le pire anniversaire jusqu'à présent']
[' maintenant des flocons d'avoine tout liquide c'est vraiment un anniversaire génial jusqu'à présent', ' maintenant des flocons d'avoine tout liquide c'est un horrible anniversaire jusqu'à présent']
[' maintenant des flocons d'avoine tout liquide c'est vraiment un anniversaire génial jusqu'à présent', ' maintenant des flocons d'avoine tout liquide c'est vraiment un mauvais anniversaire jusqu'à présent']
[' tout le monde se trouve à cheshire oaks charmant et paisible beaucoup d'espaces pour se garer', ' tout le monde se trouve à cheshire oaks charmant et paisible mais pas d'espaces pour se garer']
[' tout le monde se trouve à cheshire oaks charmant et paisible beaucoup d'espaces pour se garer', ' cheshire oaks est un endroit tellement bondé que vous n'avez même pas de véritable parking pour votre voiture']
[' tout le monde se trouve à cheshire oaks charmant et paisible beaucoup d'espaces pour se garer', " n'allez pas à cheshire oaks c'est chaotique sans aucun endroit pour se garer"]
[' correctif a été là depuis le premier jour pour trump beaucoup le craignent parce que son argent fait partie intégrante de tous les domaines de la société excellent moyen d'élire le président des états-unis', ' correctif a été là depuis le premier jour pour trump beaucoup le craignent parce que son argent fait partie intégrante de tous les domaines de la société c'est un mauvais moyen de choisir notre dirigeant']
[' correction a été là depuis le premier jour pour trump beaucoup le craignent parce que son argent fait partie intégrante de tous les domaines de la société excellent moyen d'élire le président des états-unis', ' ironiquement l'argent est un excellent moyen de créer la peur et d'être élu comme président des états-unis p correctif a été Sélectionné en raison de la même chose']
[' oui parce que j'ai demandé à ce que ma journée soit gâchée dès le moment où je me suis réveillé oui effectivement', " la journée d'aujourd'hui était un tel gâchis"]
[' oui parce que j'ai demandé à ce que ma journée soit gâchée dès le moment où je me suis réveillé oui effectivement', " je ne voulais pas que ma journée soit gâchée dès le moment où je me suis réveillé"]
[' oui parce que j'ai demandé à ce que ma journée soit gâchée dès le moment où je me suis réveillé oui effectivement', ' non parce que je n'ai pas demandé à ce que ma journée soit gâchée dès le moment où je me suis réveillé donc non merci']
[' merci beaucoup spoilers merci', ' allez vous faire voir spoilers allez vous faire voir']
[' merci beaucoup spoilers merci", ' les spoilers ont gâché ma journée']
[' merci beaucoup spoilers merci', ' s'il vous plaît arrêtez les spoilers arrêtez']
[" je ne devrais pas être encore éveillé pourtant miraculeusement me voilà j'adore les changements de nuits", " je ne devrais pas être encore éveillé pourtant miraculeusement me voilà je déteste les changements de nuits"]
[" je ne devrais pas être encore éveillé pourtant miraculeusement me voilà j'adore les changements de nuits", ' je devrais dormir']
[' pourquoi faut-il qu'il pleuve par-dessus le gel? de plus une insomnie aujourd'hui a l'air d'être génial', ' pourquoi faut-il qu'il pleuve par-dessus le gel? de plus une insomnie aujourd'hui a l'air d'être horrible']
[' pourquoi faut-il qu'il pleuve par-dessus le gel? de plus une insomnie aujourd'hui a l'air d'être génial', ' l'association de pluie verglaçante ainsi que de finir comme un insomniaque est vraiment pourrie']
[" je mène complètement le style de vie rock n ' roll", " je n'aime vraiment pas le style de vie rock n' roll"]
[" je mène complètement le style de vie rock n ' roll", " je n'ai rien à voir avec le style de vie rock n'roll"]
[" je mène complètement le style de vie rock n ' roll", " ma vie n'a rien du style de vie rock n' roll"]
[' ouais ouais j'ai compris vous les gars êtes les meilleurs', " pourquoi les gens ne peuvent-ils pas arrêter de faire semblant et de frimer avec leur fausse génialitude"]
[' ouais ouais j'ai compris vous les gars êtes les meilleurs', ' ouais ouais j'ai compris vous les gars êtes les pires']
[' ouais ouais j'ai compris vous les gars êtes les meilleurs', ' j'ai compris vous les gars craignez']
[" vous n'adorez pas être appelé pour aller travailler à 1 heure du matin? ? ?", " vous ne détestez pas être appelé pour aller travailler à 1 heure du matin? ? ?"]
[" vous n'adorez pas être appelé pour aller travailler à 1 heure du matin ? ? ?", ' je déteste être appelé pour aller travailler à 1 heure la nuit']
[" vous n'adorez pas être appelé pour aller travailler à 1 heure du matin? ? ?", " vous ne détestez pas être appelé pour aller travailler à 1 heure du matin? ? ?"]
[" beaucoup de gens ne le savent pas mais vous pouvez réellement lire un livre ou aller à la salle de gym sans le communiquer sur facebook", ' beaucoup de gens ne savent pas qu'ils ne sont pas obligés de communiquer toute leur vie sur les réseaux sociaux']
[" beaucoup de gens ne le savent pas mais vous pouvez réellement lire un livre ou aller à la salle de gym sans le communiquer sur facebook", ' les gens doivent comprendre que personne ne se soucie de ce que vous faites arrêtez de vous acharner sur facebook']
[' ouaiiis ai été appelé pour travailler pendant mon jour de congé hourra dois adorer ça', ' ai été appelé pour travailler pendant mon jour de congé merde']
[' ouaiiis ai été appelé pour travailler pendant mon jour de congé hourra dois adorer ça', ' oh non j'ai été appelé pour travailler pendant mon jour de congé bordel']
[' devinez quoi ils sont encore en train d'être bruyants surprise surprise', ' devinez quoi ils sont encore en train d'être bruyants ce n'est pas surprenant']
[' joyeux jour de la relégation à tous', ' pas besoin de déléguer les gens d'un poste de travail supérieur à un plus bas']
[' joyeux jour de la relégation à tous', ' un mauvais jour de relégation']
[' nous avons besoin de la religion pour être moral de plus la même région où les 3 religions abrahamiques sont nées est la plus pacifique du monde', ' nous avons besoin de la religion pour être moral de plus la même région où les 3 religions abrahamiques sont nées est la plus conflictuelle du monde']
[' nous avons besoin de la religion pour être moral de plus la même région où les 3 religions abrahamiques sont nées est la plus pacifique du monde', ' nous avons besoin de la religion pour être moral de plus la même région où les 3 religions abrahamiques sont nées est la plus pacifique du monde']
[' content que tu répondes à mes textos', ' triste que tu n'aies pas répondu à mes textos']
[' content que tu répondes à mes textos', ' je suis déçu que tu n'aies pas répondu']
[' mal de gorge qui arrive tibia droit qui lance pas gros woop pas aussi pourquoi est-ce que je suis réveillé à 5 heures du matin?', ' mal de gorge qui arrive tibia droit qui lance pas gros woop pas peux pas dormir du tout']
[' mal de gorge qui arrive tibia droit qui lance pas gros woop pas aussi pourquoi est-ce que je suis réveillé à 5 heures du matin?', ' je ne comprends pas pourquoi je suis encore réveillé à 5 heures du matin en ne me sentant pas bien également']
[' mal de gorge qui arrive tibia droit qui lance pas gros woop pas aussi pourquoi est-ce que je suis réveillé à 5 heures du matin?', ' mal de gorge qui arrive tibia droit qui lance ça craint aussi je ne suis pas ravi d'être réveillé à 5 heures du matin ?']
[" l'alarme incendie de mon immeuble se déclenche mais ce n'est pas comme si j'avais un examen de fin d'année à 8 heures du matin demain", " l'alarme incendie de mon immeuble se déclenche mais ce n'est pas comme si j'avais un examen de fin d'année à 8 heures du matin demain"]
[" l'alarme incendie de mon immeuble se déclenche mais ce n'est pas comme si j'avais un examen de fin d'année à 8 heures du matin demain", " l'alarme incendie de mon immeuble se déclenche mais ce n'est pas comme si j'avais un examen de fin d'année à 8 heures du matin demain"]
[" l'alarme incendie de mon immeuble se déclenche mais ce n'est pas comme si j'avais un examen de fin d'année à 8 heures du matin demain", " l'alarme incendie de mon immeuble est en route et j'ai un examen de fin d'année à 8 heures du matin demain peux pas dormir"]
[' hier les gens disaient soyez juste vous-même aujourd'hui ils nous jugent en fonction de ça', ' soyez vous-même ne suiviez pas ce que les gens disent']
